open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1701388800000,227.67000000,227.82000000,227.65000000,227.79000000,0,1701388859999,0,60,0,0,0
1701388860000,227.79000000,227.80000000,227.74924621,227.75000000,0,1701388919999,0,60,0,0,0
1701388920000,227.75000000,227.75000000,227.62000000,227.65992151,0,1701388979999,0,60,0,0,0
1701388980000,227.65000000,227.74757721,227.61954215,227.74757721,0,1701389039999,0,60,0,0,0
1701389040000,227.75061335,227.82798177,227.73494504,227.74079452,0,1701389099999,0,60,0,0,0
1701389100000,227.74079452,227.83545381,227.74079452,227.79443803,0,1701389159999,0,60,0,0,0
1701389160000,227.84263153,227.91001280,227.84263153,227.87402648,0,1701389219999,0,60,0,0,0
1701389220000,227.85956865,227.88000000,227.68792213,227.70000000,0,1701389279999,0,60,0,0,0
1701389280000,227.69515105,227.72000000,227.65740350,227.65740350,0,1701389339999,0,60,0,0,0
1701389340000,227.65740350,227.72000000,227.61419048,227.66000000,0,1701389399999,0,60,0,0,0
1701389400000,227.67000000,227.67000000,227.53224369,227.55000000,0,1701389459999,0,60,0,0,0
1701389460000,227.55000000,227.55000000,227.37642975,227.40820814,0,1701389519999,0,60,0,0,0
1701389520000,227.38569602,227.50000000,227.38569602,227.46000000,0,1701389579999,0,60,0,0,0
1701389580000,227.45000000,227.51000000,227.45000000,227.46369252,0,1701389639999,0,60,0,0,0
1701389640000,227.51000000,227.51000000,227.43000000,227.44000000,0,1701389699999,0,60,0,0,0
1701389700000,227.43000000,227.46000000,227.35000000,227.35000000,0,1701389759999,0,60,0,0,0
1701389760000,227.36000000,227.40000000,227.33784141,227.36000000,0,1701389819999,0,60,0,0,0
1701389820000,227.37000000,227.46299112,227.33275677,227.46299112,0,1701389879999,0,60,0,0,0
1701389880000,227.46299112,227.50549409,227.41673887,227.46000000,0,1701389939999,0,60,0,0,0
1701389940000,227.46000000,227.48000000,227.44446993,227.47000000,0,1701389999999,0,60,0,0,0
1701390000000,227.48000000,227.51000000,227.45630114,227.50000000,0,1701390059999,0,60,0,0,0
1701390060000,227.50000000,227.50000000,227.43414337,227.50000000,0,1701390119999,0,60,0,0,0
1701390120000,227.50000000,227.53000000,227.48019085,227.52000000,0,1701390179999,0,60,0,0,0
1701390180000,227.52000000,227.53000000,227.45200455,227.46351192,0,1701390239999,0,60,0,0,0
1701390240000,227.46351192,227.49000000,227.37597682,227.45291100,0,1701390299999,0,60,0,0,0
1701390300000,227.45291100,227.46254074,227.43000000,227.44000000,0,1701390359999,0,60,0,0,0
1701390360000,227.44000000,227.44000000,227.23000000,227.27000000,0,1701390419999,0,60,0,0,0
1701390420000,227.27000000,227.30000000,227.23000000,227.24915215,0,1701390479999,0,60,0,0,0
1701390480000,227.25117625,227.30000000,227.22844996,227.27005250,0,1701390539999,0,60,0,0,0
1701390540000,227.27000000,227.28357022,227.22118536,227.23362379,0,1701390599999,0,60,0,0,0
1701390600000,227.23395357,227.27000000,227.15169597,227.16071541,0,1701390659999,0,60,0,0,0
1701390660000,227.16007062,227.30740396,227.16006989,227.30740396,0,1701390719999,0,60,0,0,0
1701390720000,227.30017505,227.47933610,227.26968793,227.46821565,0,1701390779999,0,60,0,0,0
1701390780000,227.46958841,227.52334104,227.42139637,227.47916552,0,1701390839999,0,60,0,0,0
1701390840000,227.52000000,227.52000000,227.41467465,227.41467465,0,1701390899999,0,60,0,0,0
1701390900000,227.43000000,227.46394690,227.30000000,227.45404256,0,1701390959999,0,60,0,0,0
1701390960000,227.45404256,227.51000000,227.45206649,227.46000000,0,1701391019999,0,60,0,0,0
1701391020000,227.46000000,227.50502835,227.46000000,227.48000000,0,1701391079999,0,60,0,0,0
1701391080000,227.48000000,227.59000000,227.47835977,227.59000000,0,1701391139999,0,60,0,0,0
1701391140000,227.59183905,227.63350200,227.56511383,227.63350200,0,1701391199999,0,60,0,0,0
1701391200000,227.63515861,227.74000000,227.58560243,227.74000000,0,1701391259999,0,60,0,0,0
1701391260000,227.74000000,227.74312311,227.68640113,227.69165835,0,1701391319999,0,60,0,0,0
1701391320000,227.69165835,227.69165908,227.52435314,227.55000000,0,1701391379999,0,60,0,0,0
1701391380000,227.52474498,227.59000000,227.52474498,227.57000000,0,1701391439999,0,60,0,0,0
1701391440000,227.57000000,227.64000000,227.56461353,227.60000000,0,1701391499999,0,60,0,0,0
1701391500000,227.59000000,227.61000000,227.55000000,227.56000000,0,1701391559999,0,60,0,0,0
1701391560000,227.56000000,227.58000000,227.52000000,227.52000000,0,1701391619999,0,60,0,0,0
1701391620000,227.52000000,227.52000000,227.38998631,227.41000000,0,1701391679999,0,60,0,0,0
1701391680000,227.41000000,227.42000000,227.25000000,227.26000000,0,1701391739999,0,60,0,0,0
1701391740000,227.28000000,227.32000000,227.25091947,227.31000000,0,1701391799999,0,60,0,0,0
1701391800000,227.31000000,227.38846188,227.26693576,227.38846188,0,1701391859999,0,60,0,0,0
1701391860000,227.35340641,227.47000000,227.35340641,227.47000000,0,1701391919999,0,60,0,0,0
1701391920000,227.46000000,227.46000000,227.39378193,227.40000000,0,1701391979999,0,60,0,0,0
1701391980000,227.40000000,227.43255530,227.36000000,227.43255530,0,1701392039999,0,60,0,0,0
1701392040000,227.43255530,227.50823191,227.38678081,227.47061933,0,1701392099999,0,60,0,0,0
1701392100000,227.47801400,227.57122747,227.47801400,227.51618219,0,1701392159999,0,60,0,0,0
1701392160000,227.51618292,227.57327582,227.51000000,227.53145030,0,1701392219999,0,60,0,0,0
1701392220000,227.53291825,227.61000000,227.51000000,227.51000000,0,1701392279999,0,60,0,0,0
1701392280000,227.51000000,227.55000000,227.51000000,227.52972098,0,1701392339999,0,60,0,0,0
1701392340000,227.52972098,227.54000000,227.48000000,227.48000000,0,1701392399999,0,60,0,0,0
1701392400000,227.48000000,227.48000000,227.36000000,227.39988976,0,1701392459999,0,60,0,0,0
