open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1772323200000,617.14000000,618.04000000,617.13000000,617.69902460,0,1772323259999,0,60,0,0,0
1772323260000,617.69902460,617.79000000,617.59607929,617.61155551,0,1772323319999,0,60,0,0,0
1772323320000,617.57429523,617.78045674,617.49399992,617.71950801,0,1772323379999,0,60,0,0,0
1772323380000,617.72000000,617.96880933,617.72000000,617.91000000,0,1772323439999,0,60,0,0,0
1772323440000,617.90000000,618.17000000,617.80030604,617.80284449,0,1772323499999,0,60,0,0,0
1772323500000,617.72661007,617.72661007,617.39910845,617.45714651,0,1772323559999,0,60,0,0,0
1772323560000,617.48748707,617.56865336,616.81697654,616.81697654,0,1772323619999,0,60,0,0,0
1772323620000,616.79000000,617.02000000,616.78000000,616.81921719,0,1772323679999,0,60,0,0,0
1772323680000,616.81000000,616.81000000,616.51910896,616.63000000,0,1772323739999,0,60,0,0,0
1772323740000,616.63000000,616.64691839,616.38581632,616.53000000,0,1772323799999,0,60,0,0,0
1772323800000,616.54778542,616.96000000,616.54778542,616.87000000,0,1772323859999,0,60,0,0,0
1772323860000,616.80472410,616.98874596,616.75000000,616.91650492,0,1772323919999,0,60,0,0,0
1772323920000,616.91384738,616.98365239,616.79000000,616.88075911,0,1772323979999,0,60,0,0,0
1772323980000,616.90048513,616.96993283,616.71615036,616.72000000,0,1772324039999,0,60,0,0,0
1772324040000,616.72000000,617.07389860,616.71700449,617.07389860,0,1772324099999,0,60,0,0,0
1772324100000,617.08000000,617.31000000,617.07471232,617.30000000,0,1772324159999,0,60,0,0,0
1772324160000,617.31000000,617.37000000,617.04000000,617.04862100,0,1772324219999,0,60,0,0,0
1772324220000,617.08099244,617.43000000,617.03669843,617.40000000,0,1772324279999,0,60,0,0,0
1772324280000,617.39000000,617.56479181,617.39000000,617.39304953,0,1772324339999,0,60,0,0,0
1772324340000,617.35688384,617.35688384,616.79000000,616.90783452,0,1772324399999,0,60,0,0,0
1772324400000,616.92345096,617.12911455,616.92345096,617.10000000,0,1772324459999,0,60,0,0,0
1772324460000,617.10000000,617.63000000,617.10000000,617.63000000,0,1772324519999,0,60,0,0,0
1772324520000,617.62000000,617.79000000,617.47000000,617.58715224,0,1772324579999,0,60,0,0,0
1772324580000,617.59000000,617.98000000,617.36541963,617.86818959,0,1772324639999,0,60,0,0,0
1772324640000,617.84627178,617.84627178,617.36274475,617.44174556,0,1772324699999,0,60,0,0,0
1772324700000,617.44174556,617.45846821,616.78000000,616.78000000,0,1772324759999,0,60,0,0,0
1772324760000,616.79000000,617.08000000,616.66131107,617.08000000,0,1772324819999,0,60,0,0,0
1772324820000,617.07000000,617.08000000,616.47958186,616.47958186,0,1772324879999,0,60,0,0,0
1772324880000,616.47289644,616.89023076,616.38970033,616.80000000,0,1772324939999,0,60,0,0,0
1772324940000,616.75000000,616.80005509,616.60186579,616.60186579,0,1772324999999,0,60,0,0,0
1772325000000,616.57959182,616.74044011,616.52918899,616.67817005,0,1772325059999,0,60,0,0,0
1772325060000,616.67817005,617.01382654,616.67817005,616.82000000,0,1772325119999,0,60,0,0,0
1772325120000,616.81000000,616.82000000,616.11782384,616.11782384,0,1772325179999,0,60,0,0,0
1772325180000,616.12330329,616.33149438,616.12330329,616.31678082,0,1772325239999,0,60,0,0,0
1772325240000,616.31130137,616.54300785,616.30000000,616.30000000,0,1772325299999,0,60,0,0,0
1772325300000,616.31000000,616.87000000,616.31000000,616.48703721,0,1772325359999,0,60,0,0,0
1772325360000,616.47799611,616.73580335,616.47799611,616.73580335,0,1772325419999,0,60,0,0,0
1772325420000,616.74429650,616.91613269,616.73000000,616.73000000,0,1772325479999,0,60,0,0,0
1772325480000,616.74000000,616.84000000,616.73000000,616.84000000,0,1772325539999,0,60,0,0,0
1772325540000,616.83976411,616.83976411,616.35226532,616.37000000,0,1772325599999,0,60,0,0,0
1772325600000,616.37000000,616.43618407,616.28641821,616.37162955,0,1772325659999,0,60,0,0,0
1772325660000,616.38806790,616.45000000,615.47482553,615.47735384,0,1772325719999,0,60,0,0,0
1772325720000,615.49587045,615.84182557,615.49587045,615.78000000,0,1772325779999,0,60,0,0,0
1772325780000,615.78000000,616.21000000,615.77000000,616.17000000,0,1772325839999,0,60,0,0,0
1772325840000,616.17000000,616.33000000,616.15000000,616.20966032,0,1772325899999,0,60,0,0,0
1772325900000,616.16016027,616.54000000,616.16000000,616.33285178,0,1772325959999,0,60,0,0,0
1772325960000,616.33285178,616.69019645,616.32737233,616.62000000,0,1772326019999,0,60,0,0,0
1772326020000,616.56000000,616.61664564,616.03000000,616.25868858,0,1772326079999,0,60,0,0,0
1772326080000,616.26000000,616.26285388,616.10000000,616.11000000,0,1772326139999,0,60,0,0,0
1772326140000,616.11000000,616.29516463,616.01482748,616.29000000,0,1772326199999,0,60,0,0,0
1772326200000,616.22000000,616.50000000,616.15000000,616.50000000,0,1772326259999,0,60,0,0,0
1772326260000,616.50000000,616.56316211,616.25000000,616.29000000,0,1772326319999,0,60,0,0,0
1772326320000,616.29000000,616.60000000,616.29000000,616.60000000,0,1772326379999,0,60,0,0,0
1772326380000,616.60000000,617.17849407,616.60000000,617.00197364,0,1772326439999,0,60,0,0,0
1772326440000,617,617.75000000,616.92498537,617.72000000,0,1772326499999,0,60,0,0,0
1772326500000,617.72000000,617.90331703,617.72000000,617.86060888,0,1772326559999,0,60,0,0,0
1772326560000,617.86060888,618.12000000,617.86060888,618.03779483,0,1772326619999,0,60,0,0,0
1772326620000,618.02409620,618.11000000,618.02409620,618.11000000,0,1772326679999,0,60,0,0,0
1772326680000,618.10000000,618.11000000,617.95000000,618.08497968,0,1772326739999,0,60,0,0,0
1772326740000,618.08497968,618.16000000,617.93000000,618.12000000,0,1772326799999,0,60,0,0,0
1772326800000,618.11000000,618.11000000,617.17445651,617.24667995,0,1772326859999,0,60,0,0,0
1772326860000,617.26716569,618.12000000,617.26716569,618.12000000,0,1772326919999,0,60,0,0,0
1772326920000,618.12000000,618.92690957,618.12000000,618.92000000,0,1772326979999,0,60,0,0,0
1772326980000,618.90000000,618.91000000,617.94245534,617.96901440,0,1772327039999,0,60,0,0,0
1772327040000,617.96890481,618.33242797,617.57000000,617.57000000,0,1772327099999,0,60,0,0,0
1772327100000,617.57000000,617.96000000,617.57000000,617.84000000,0,1772327159999,0,60,0,0,0
1772327160000,617.85000000,618.22000000,617.85000000,618.15468547,0,1772327219999,0,60,0,0,0
1772327220000,618.16000000,618.35373635,617.93515925,617.93515925,0,1772327279999,0,60,0,0,0
1772327280000,617.92899178,617.96126292,617.68003879,617.73523387,0,1772327339999,0,60,0,0,0
1772327340000,617.73523387,617.73523387,616.98563379,617.06053514,0,1772327399999,0,60,0,0,0
1772327400000,617.03000000,617.76098498,617.01387540,617.71000000,0,1772327459999,0,60,0,0,0
1772327460000,617.71000000,617.71000000,615.58757158,615.97506274,0,1772327519999,0,60,0,0,0
1772327520000,615.94640315,616.00897335,615.62516452,615.74559888,0,1772327579999,0,60,0,0,0
1772327580000,615.79491395,616.67000000,615.79491395,616.43977381,0,1772327639999,0,60,0,0,0
1772327640000,616.49316230,616.74914146,616.42000000,616.52000000,0,1772327699999,0,60,0,0,0
1772327700000,616.51000000,616.58080598,615.37902260,615.43126836,0,1772327759999,0,60,0,0,0
1772327760000,615.41672041,615.85436159,615.23781301,615.23781301,0,1772327819999,0,60,0,0,0
1772327820000,615.21838836,615.28602591,614.60753120,614.66116855,0,1772327879999,0,60,0,0,0
1772327880000,614.66369356,615.27000000,614.65355658,615.27000000,0,1772327939999,0,60,0,0,0
