1646092800000,43160.68889966,43199.70000000,43158,43171.92542194,0,1646092859999,0,60,0,0,0
1646092860000,43172.31387021,43246.80000000,43168.42891046,43244,0,1646092919999,0,60,0,0,0
1646092920000,43238.79375997,43510.60000000,43238.79375997,43485.26615085,0,1646092979999,0,60,0,0,0
1646092980000,43485.37203903,43485.37203903,43336.56316915,43339.35831896,0,1646093039999,0,60,0,0,0
1646093040000,43331.06065000,43426,43318.03261763,43412.30000000,0,1646093099999,0,60,0,0,0
1646093100000,43416.80000000,43416.80000000,43341.79971160,43346.81448231,0,1646093159999,0,60,0,0,0
1646093160000,43346.88908177,43346.88908177,43264.92096763,43273.11388384,0,1646093219999,0,60,0,0,0
1646093220000,43271.66658070,43291.38966722,43211.95941417,43280,0,1646093279999,0,60,0,0,0
1646093280000,43290.80000000,43383.60000000,43285.40000000,43379.50000000,0,1646093339999,0,60,0,0,0
1646093340000,43375.14109206,43446.10000000,43372.90000000,43417.25507232,0,1646093399999,0,60,0,0,0
1646093400000,43417.40847438,43495.10000000,43415.15706516,43460.99164726,0,1646093459999,0,60,0,0,0
1646093460000,43463.37361435,43586.30000000,43428.59822156,43559.20000000,0,1646093519999,0,60,0,0,0
1646093520000,43548.96223282,43554.60000000,43440.62885865,43463.33640877,0,1646093579999,0,60,0,0,0
1646093580000,43463.33640877,43463.33640877,43375.01885274,43390,0,1646093639999,0,60,0,0,0
1646093640000,43390,43390,43353.09213721,43354.12380839,0,1646093699999,0,60,0,0,0
1646093700000,43358.90000000,43362.40000000,43290.70085246,43293.19694710,0,1646093759999,0,60,0,0,0
1646093760000,43294.20000000,43310.90000000,43261.07710536,43268.40000000,0,1646093819999,0,60,0,0,0
1646093820000,43273.30000000,43273.30000000,43235.58936265,43255.90000000,0,1646093879999,0,60,0,0,0
1646093880000,43263.40000000,43263.40000000,43170.44416938,43172.22395665,0,1646093939999,0,57,0,0,0
1646093940000,43164.20256523,43269.90000000,43164.20256523,43257.31918275,0,1646093999999,0,60,0,0,0
1646094000000,43256.90000000,43333,43242.24569671,43303.60000000,0,1646094059999,0,60,0,0,0
1646094060000,43300,43303.50000000,43239.81402461,43276.30000000,0,1646094119999,0,59,0,0,0
1646094120000,43271.70000000,43280.80000000,43244.59382108,43263.20000000,0,1646094179999,0,60,0,0,0
1646094180000,43256,43260,43207.71985606,43258.60000000,0,1646094239999,0,60,0,0,0
1646094240000,43261.50000000,43287,43237.43044713,43273.80000000,0,1646094299999,0,60,0,0,0
1646094300000,43273.80000000,43290,43257.90051881,43290,0,1646094359999,0,60,0,0,0
1646094360000,43290,43338.10000000,43284.90000000,43333.97871501,0,1646094419999,0,60,0,0,0
1646094420000,43339.90000000,43363.30000000,43332.05598821,43336.04102828,0,1646094479999,0,60,0,0,0
1646094480000,43336.04071913,43387.80000000,43325.28145341,43383.72237769,0,1646094539999,0,60,0,0,0
1646094540000,43383.72237769,43396.46087832,43363.89050271,43372.10000000,0,1646094599999,0,60,0,0,0
1646094600000,43374.90000000,43375.60000000,43344.61245822,43344.61245822,0,1646094659999,0,60,0,0,0
1646094660000,43342.25074313,43355.80000000,43306.02783798,43328.00960221,0,1646094719999,0,60,0,0,0
1646094720000,43325.95662959,43350,43309.44252216,43331.40478631,0,1646094779999,0,60,0,0,0
1646094780000,43328.18894651,43395.57669877,43328.18894651,43390.80000000,0,1646094839999,0,60,0,0,0
1646094840000,43401.34888727,43530.75952838,43398.33080198,43513.93973315,0,1646094899999,0,60,0,0,0
1646094900000,43519.80000000,43519.80000000,43490.82497044,43507.27797995,0,1646094959999,0,59,0,0,0
1646094960000,43508.67796312,43538.60000000,43438.90334808,43439.67159228,0,1646095019999,0,60,0,0,0
1646095020000,43440.36490126,43463.22774478,43439.87704043,43462.33030732,0,1646095079999,0,60,0,0,0
1646095080000,43467.46584788,43474.25738645,43396.94876743,43418.14536955,0,1646095139999,0,60,0,0,0
1646095140000,43417.58456892,43437,43412.63085226,43418.93445925,0,1646095199999,0,60,0,0,0
1646095200000,43416.52198025,43443.20000000,43415.04278419,43423.70000000,0,1646095259999,0,60,0,0,0
1646095260000,43425.90000000,43476.50000000,43424.88557786,43453.18034328,0,1646095319999,0,60,0,0,0
1646095320000,43456.10000000,43462.90000000,43441.08498326,43449.90000000,0,1646095379999,0,60,0,0,0
1646095380000,43449.28332087,43478.60000000,43430.38435807,43462.00887777,0,1646095439999,0,59,0,0,0
1646095440000,43461.05016616,43526.60000000,43461.05016616,43522,0,1646095499999,0,60,0,0,0
1646095500000,43521.90000000,43521.90000000,43444.70000000,43457.80000000,0,1646095559999,0,60,0,0,0
1646095560000,43459,43713.42144607,43457.70000000,43553.24946842,0,1646095619999,0,60,0,0,0
1646095620000,43547.43998426,43547.43998426,43433.07936712,43456.08796480,0,1646095679999,0,60,0,0,0
1646095680000,43462.20000000,43462.20000000,43342.89826501,43356.77643974,0,1646095739999,0,60,0,0,0
1646095740000,43356.77643974,43380.60000000,43324.77538727,43348.31306413,0,1646095799999,0,60,0,0,0
